word,ratio,cantidadLetras,gotAccent,gotCedilla,doubleVocal,enCC,enVocalTrigraph,enGraphs,enEnding,y
lluita,0.5,6,0,0,0,0,0,0,0,1
people,0.5,6,0,0,0,0,0,0,0,0
head,0.5,4,0,0,0,0,0,0,0,0
cas,0.3333,3,0,0,0,0,0,0,0,1
smell,0.2,5,0,0,0,1,0,0,0,0
llac,0.25,4,0,0,0,0,0,0,0,1
vestit,0.3333,6,0,0,0,0,0,0,0,1
box,0.3333,3,0,0,0,0,0,0,0,0
uncop,0.4,5,0,0,0,0,0,0,0,1
llum,0.25,4,0,0,0,0,0,0,0,1
cobrar,0.3333,6,0,0,0,0,0,0,0,1
mile,0.5,4,0,0,0,0,0,0,0,0
stead,0.4,5,0,0,0,0,0,0,0,0
few,0.3333,3,0,0,0,0,0,0,0,0
fluir,0.4,5,0,0,0,0,0,0,0,1
difícil,0.2857,7,1,0,0,0,0,0,0,1
build,0.4,5,0,0,0,0,0,0,0,0
mean,0.5,4,0,0,0,0,0,0,0,0
nota,0.5,4,0,0,0,0,0,0,0,1
persona,0.4286,7,0,0,0,0,0,0,0,1
to,0.5,2,0,0,0,0,0,0,0,0
bosc,0.25,4,0,0,0,0,0,0,0,1
travel,0.3333,6,0,0,0,0,0,0,0,0
tocar,0.4,5,0,0,0,0,0,0,0,1
rotllo,0.3333,6,0,0,0,0,0,0,0,1
oficina,0.5714,7,0,0,0,0,0,0,0,1
bell,0.25,4,0,0,0,0,0,0,0,0
knew,0.25,4,0,0,0,1,0,0,0,0
house,0.6,5,0,0,0,0,0,0,0,0
perhaps,0.2857,7,0,0,0,0,0,0,0,0
buy,0.3333,3,0,0,0,0,0,0,0,0
vocal,0.4,5,0,0,0,0,0,0,0,1
dream,0.4,5,0,0,0,0,0,0,0,0
però,0.25,4,1,0,0,0,0,0,0,1
condition,0.4444,9,0,0,0,0,0,0,0,0
band,0.25,4,0,0,0,0,0,0,0,0
plural,0.3333,6,0,0,0,0,0,0,0,0
range,0.4,5,0,0,0,0,0,0,0,0
altura,0.5,6,0,0,0,0,0,0,0,1
broke,0.4,5,0,0,0,0,0,0,0,0
deal,0.5,4,0,0,0,0,0,0,0,0
a,1.0,1,0,0,0,0,0,0,0,0
alleujar,0.5,8,0,0,0,0,0,0,0,1
fresc,0.2,5,0,0,0,0,0,0,0,1
present,0.2857,7,0,0,0,0,0,0,0,0
líquid,0.3333,6,1,0,0,0,0,0,0,1
bar,0.3333,3,0,0,0,0,0,0,0,0
chief,0.4,5,0,0,0,1,0,0,0,0
mark,0.25,4,0,0,0,0,0,0,0,0
roll,0.25,4,0,0,0,0,0,0,0,0
boy,0.3333,3,0,0,0,0,0,0,0,0
string,0.1667,6,0,0,0,0,0,0,1,1
push,0.25,4,0,0,0,1,0,0,0,0
complet,0.2857,7,0,0,0,0,0,0,0,1
raise,0.6,5,0,0,0,0,0,0,1,0
tot,0.3333,3,0,0,0,0,0,0,0,1
product,0.2857,7,0,0,0,0,0,0,0,0
hores,0.4,5,0,0,0,0,0,1,0,1
particular,0.4,10,0,0,0,0,0,0,0,0
en,0.5,2,0,0,0,0,0,0,0,1
work,0.25,4,0,0,0,0,0,0,0,0
single,0.3333,6,0,0,0,0,0,0,0,0
o,1.0,1,0,0,0,0,0,0,0,1
parell,0.3333,6,0,0,0,0,0,0,0,1
sud,0.3333,3,0,0,0,0,0,0,0,1
settle,0.3333,6,0,0,0,1,0,0,0,0
espere,0.5,6,0,0,0,0,0,0,0,1
requerir,0.5,8,0,0,0,0,0,0,0,1
ajudar,0.5,6,0,0,0,0,0,0,0,1
sheet,0.4,5,0,0,1,1,0,0,0,0
pattern,0.2857,7,0,0,0,1,0,0,0,0
desitjos,0.375,8,0,0,0,0,0,0,0,1
sentir,0.3333,6,0,0,0,0,0,0,0,1
bright,0.1667,6,0,0,0,1,0,1,0,0
des,0.3333,3,0,0,0,0,0,0,0,1
veí,0.3333,3,1,0,0,0,0,0,0,1
guerra,0.5,6,0,0,0,0,0,0,0,1
línia,0.4,5,1,0,0,0,0,0,0,1
sound,0.4,5,0,0,0,0,0,0,0,0
comprovar,0.3333,9,0,0,0,0,0,0,0,1
ronda,0.4,5,0,0,0,0,0,0,0,1
succeir,0.4286,7,0,0,0,0,0,0,0,1
cent,0.25,4,0,0,0,0,0,0,0,1
omplir,0.3333,6,0,0,0,0,0,0,0,1
reclamació,0.4,10,1,0,0,0,0,0,0,1
man,0.3333,3,0,0,0,0,0,0,0,0
like,0.5,4,0,0,0,0,0,0,0,0
just,0.25,4,0,0,0,0,0,0,1,0
rope,0.5,4,0,0,0,0,0,0,0,0
veualta,0.5714,7,0,0,0,0,0,0,0,1
such,0.25,4,0,0,0,1,0,0,0,0
table,0.4,5,0,0,0,0,0,0,0,0
during,0.3333,6,0,0,0,0,0,0,1,0
gold,0.25,4,0,0,0,0,0,0,0,0
self,0.25,4,0,0,0,0,0,0,0,0
match,0.2,5,0,0,0,1,0,0,0,0
cry,0.0,3,0,0,0,0,0,0,0,0
comprar,0.2857,7,0,0,0,0,0,0,0,1
inch,0.25,4,0,0,0,1,0,0,0,0
roda,0.5,4,0,0,0,0,0,0,0,1
reply,0.2,5,0,0,0,0,0,0,0,0
cook,0.5,4,0,0,1,0,0,0,0,0
sat,0.3333,3,0,0,0,0,0,0,0,0
significarà,0.3636,11,1,0,0,0,0,0,0,1
act,0.3333,3,0,0,0,0,0,0,0,0
imaginar,0.5,8,0,0,0,0,0,0,0,1
among,0.4,5,0,0,0,0,0,0,0,0
rain,0.5,4,0,0,0,0,0,0,0,0
dona,0.5,4,0,0,0,0,0,0,0,1
aconseguit,0.5,10,0,0,0,0,0,0,0,1
wind,0.25,4,0,0,0,0,0,0,0,0
nosaltres,0.3333,9,0,0,0,0,0,0,0,1
bar,0.3333,3,0,0,0,0,0,0,0,1
over,0.5,4,0,0,0,0,0,0,0,0
fight,0.2,5,0,0,0,1,0,1,0,0
nivell,0.3333,6,0,0,0,0,0,0,0,1
davant,0.3333,6,0,0,0,0,0,0,0,1
ala,0.6667,3,0,0,0,0,0,0,0,1
dur,0.3333,3,0,0,0,0,0,0,0,1
fair,0.5,4,0,0,0,0,0,1,0,0
danger,0.3333,6,0,0,0,0,0,0,0,0
rail,0.5,4,0,0,0,0,0,0,0,0
anell,0.4,5,0,0,0,0,0,0,0,1
pla,0.3333,3,0,0,0,0,0,0,0,1
probable,0.375,8,0,0,0,0,0,0,0,0
vostè,0.2,5,1,0,0,0,0,0,0,1
nothing,0.2857,7,0,0,0,1,0,0,1,0
tube,0.5,4,0,0,0,0,0,0,0,0
surface,0.4286,7,0,0,0,0,0,0,0,0
middle,0.3333,6,0,0,0,1,0,0,0,0
protect,0.2857,7,0,0,0,0,0,0,0,0
segon,0.4,5,0,0,0,0,0,0,0,1
recollir,0.375,8,0,0,0,0,0,0,0,1
offer,0.4,5,0,0,0,1,0,0,0,0
desenvolupar,0.4167,12,0,0,0,0,0,0,0,1
entre,0.4,5,0,0,0,0,0,0,0,1
basic,0.4,5,0,0,0,0,0,0,0,0
massa,0.4,5,0,0,0,0,0,0,0,1
slip,0.25,4,0,0,0,0,0,0,1,0
fins,0.25,4,0,0,0,0,0,0,0,1
cert,0.25,4,0,0,0,0,0,0,0,1
green,0.4,5,0,0,1,0,0,0,0,0
mind,0.25,4,0,0,0,0,0,0,0,0
son,0.3333,3,0,0,0,0,0,0,0,0
after,0.4,5,0,0,0,0,0,0,0,0
ràdio,0.4,5,1,0,0,0,0,0,0,1
said,0.5,4,0,0,0,0,0,0,0,0
tenir,0.4,5,0,0,0,0,0,0,0,1
old,0.3333,3,0,0,0,0,0,0,0,0
bàsica,0.3333,6,1,0,0,0,0,0,0,1
master,0.3333,6,0,0,0,0,0,0,0,0
possible,0.375,8,0,0,0,0,0,0,0,1
tool,0.5,4,0,0,1,0,0,0,0,0
square,0.5,6,0,0,0,1,0,0,0,0
all,0.3333,3,0,0,0,0,0,0,0,0
shell,0.2,5,0,0,0,1,0,0,0,0
pot,0.3333,3,0,0,0,0,0,0,0,1
week,0.5,4,0,0,1,0,0,0,0,0
primavera,0.4444,9,0,0,0,0,0,0,0,1
condició,0.375,8,1,0,0,0,0,0,0,1
estat,0.4,5,0,0,0,0,0,0,0,1
tall,0.25,4,0,0,0,0,0,0,0,1
spring,0.1667,6,0,0,0,1,0,0,1,0
ús,0.0,2,1,0,0,0,0,0,0,1
beauty,0.5,6,0,0,0,0,1,0,0,0
map,0.3333,3,0,0,0,0,0,0,0,0
filferro,0.375,8,0,0,0,0,0,0,0,1
cost,0.25,4,0,0,0,0,0,0,1,1
instrument,0.3,10,0,0,0,0,0,0,0,0
surprise,0.375,8,0,0,0,0,0,0,1,0
found,0.4,5,0,0,0,0,0,0,0,0
raó,0.3333,3,1,0,0,0,0,0,0,1
còlera,0.3333,6,1,0,0,0,0,0,0,1
silenci,0.4286,7,0,0,0,0,0,0,0,1
base,0.5,4,0,0,0,0,0,0,0,0
thought,0.2857,7,0,0,0,1,0,1,0,0
prop,0.25,4,0,0,0,0,0,0,0,1
step,0.25,4,0,0,0,0,0,0,0,0
viure,0.6,5,0,0,0,0,0,0,0,1
corner,0.3333,6,0,0,0,0,0,0,0,0
temperature,0.4545,11,0,0,0,0,0,0,0,0
teach,0.4,5,0,0,0,1,0,0,0,0
poma,0.5,4,0,0,0,0,0,0,0,1
white,0.4,5,0,0,0,1,0,0,0,0
carn,0.25,4,0,0,0,0,0,0,0,1
chord,0.2,5,0,0,0,1,0,0,0,0
south,0.4,5,0,0,0,1,0,0,0,0
section,0.4286,7,0,0,0,0,0,0,0,0
arrange,0.4286,7,0,0,0,0,0,0,0,0
nosaltres,0.3333,9,0,0,0,0,0,0,0,1
nine,0.5,4,0,0,0,0,0,0,0,0
superior,0.5,8,0,0,0,0,0,0,0,1
començar,0.375,8,0,1,0,0,0,0,0,1
clear,0.4,5,0,0,0,0,0,0,0,0
round,0.4,5,0,0,0,0,0,0,0,0
provide,0.4286,7,0,0,0,0,0,0,1,0
those,0.4,5,0,0,0,1,0,0,0,0
taula,0.6,5,0,0,0,0,0,0,0,1
yellow,0.3333,6,0,0,0,0,0,0,0,0
camí,0.25,4,1,0,0,0,0,0,0,1
llista,0.3333,6,0,0,0,0,0,0,0,1
trip,0.25,4,0,0,0,0,0,0,1,0
fer,0.3333,3,0,0,0,0,0,0,0,1
pare,0.5,4,0,0,0,0,0,0,0,1
caràcter,0.25,8,1,0,0,0,0,0,0,1
death,0.4,5,0,0,0,1,0,0,0,0
bloc,0.25,4,0,0,0,0,0,0,0,1
decimal,0.4286,7,0,0,0,0,0,0,0,0
entre,0.4,5,0,0,0,0,0,0,0,1
kill,0.25,4,0,0,0,0,0,0,0,0
term,0.25,4,0,0,0,0,0,0,0,0
darrere,0.4286,7,0,0,0,0,0,0,0,1
mantenir,0.375,8,0,0,0,0,0,0,0,1
use,0.6667,3,0,0,0,0,0,0,0,0
rule,0.5,4,0,0,0,0,0,0,0,0
acord,0.4,5,0,0,0,0,0,0,0,1
originals,0.4444,9,0,0,0,0,0,0,0,1
quick,0.4,5,0,0,0,1,0,0,0,0
oportunitat,0.4545,11,0,0,0,0,0,0,0,1
somiar,0.5,6,0,0,0,0,0,0,0,1
crowd,0.2,5,0,0,0,0,0,0,0,0
root,0.5,4,0,0,1,0,0,0,0,0
join,0.5,4,0,0,0,0,0,0,0,0
children,0.25,8,0,0,0,1,0,0,0,0
exacta,0.5,6,0,0,0,0,0,0,0,1
observar,0.375,8,0,0,0,0,0,0,0,1
still,0.2,5,0,0,0,0,0,0,0,0
neta,0.5,4,0,0,0,0,0,0,0,1
food,0.5,4,0,0,1,0,0,0,0,0
pensar,0.3333,6,0,0,0,0,0,0,0,1
hit,0.3333,3,0,0,0,0,0,0,0,0
equiparar,0.5556,9,0,0,0,0,0,0,0,1
lay,0.3333,3,0,0,0,0,0,0,0,0
posar,0.4,5,0,0,0,0,0,0,0,1
llegir,0.3333,6,0,0,0,0,0,0,0,1
força,0.4,5,0,1,0,0,0,0,0,1
sobtada,0.4286,7,0,0,0,0,0,0,0,1
oceà,0.5,4,1,0,0,0,0,0,0,1
moment,0.3333,6,0,0,0,0,0,0,0,1
skin,0.25,4,0,0,0,1,0,0,0,0
hard,0.25,4,0,0,0,0,0,0,0,0
comptar,0.2857,7,0,0,0,0,0,0,0,1
protegir,0.375,8,0,0,0,0,0,0,0,1
producte,0.375,8,0,0,0,0,0,0,0,1
sail,0.5,4,0,0,0,0,0,0,0,0
drink,0.2,5,0,0,0,0,0,0,0,0
llavors,0.2857,7,0,0,0,0,0,0,0,1
view,0.5,4,0,0,0,0,0,0,0,0
gruix,0.4,5,0,0,0,0,0,0,0,1
multitud,0.375,8,0,0,0,0,0,0,0,1
ciutat,0.5,6,0,0,0,0,0,0,0,1
rest,0.25,4,0,0,0,0,0,0,1,0
yet,0.3333,3,0,0,0,0,0,0,0,0
character,0.3333,9,0,0,0,1,0,0,0,0
problemes,0.3333,9,0,0,0,0,0,0,0,1
frase,0.4,5,0,0,0,0,0,0,0,1
tub,0.3333,3,0,0,0,0,0,0,0,1
might,0.2,5,0,0,0,1,0,1,0,0
longitud,0.375,8,0,0,0,0,0,0,0,1
victòria,0.375,8,1,0,0,0,0,0,0,1
distant,0.2857,7,0,0,0,0,0,0,0,1
or,0.5,2,0,0,0,0,0,0,0,0
foto,0.5,4,0,0,0,0,0,0,0,1
caure,0.6,5,0,0,0,0,0,0,0,1
fosc,0.25,4,0,0,0,0,0,0,0,1
lloc,0.25,4,0,0,0,0,0,0,0,1
village,0.4286,7,0,0,0,0,0,0,0,0
discutir,0.375,8,0,0,0,0,0,0,0,1
burn,0.25,4,0,0,0,0,0,0,0,0
weight,0.3333,6,0,0,0,1,0,1,0,0
escola,0.5,6,0,0,0,0,0,0,0,1
hill,0.25,4,0,0,0,0,0,0,0,0
star,0.25,4,0,0,0,0,0,0,0,0
bottom,0.3333,6,0,0,0,1,0,0,0,0
please,0.5,6,0,0,0,0,0,0,0,0
migdia,0.5,6,0,0,0,0,0,0,0,1
enviar,0.5,6,0,0,0,0,0,0,0,1
job,0.3333,3,0,0,0,0,0,0,0,0
cua,0.6667,3,0,0,0,0,0,0,0,1
pitch,0.2,5,0,0,0,1,0,0,0,0
learn,0.4,5,0,0,0,0,0,1,0,0
2:00,0.0,4,0,0,0,0,0,0,0,1
hold,0.25,4,0,0,0,0,0,0,0,0
quocient,0.5,8,0,0,0,0,0,0,0,1
espatlla,0.375,8,0,0,0,0,0,0,0,1
fire,0.5,4,0,0,0,0,0,0,0,0
milk,0.25,4,0,0,0,0,0,0,0,0
direct,0.3333,6,0,0,0,0,0,0,0,0
nation,0.5,6,0,0,0,0,0,0,0,0
see,0.6667,3,0,0,1,0,0,0,0,0
blow,0.25,4,0,0,0,0,0,0,0,0
verb,0.25,4,0,0,0,0,0,0,0,1
event,0.4,5,0,0,0,0,0,0,0,0
quedar,0.5,6,0,0,0,0,0,0,0,1
negre,0.4,5,0,0,0,0,0,0,0,1
demà,0.25,4,1,0,0,0,0,0,0,1
sudden,0.3333,6,0,0,0,1,0,0,0,0
molècula,0.375,8,1,0,0,0,0,0,0,1
done,0.5,4,0,0,0,0,0,0,0,1
tals,0.25,4,0,0,0,0,0,0,0,1
plaça,0.4,5,0,1,0,0,0,0,0,1
moderna,0.4286,7,0,0,0,0,0,0,0,1
sucre,0.4,5,0,0,0,0,0,0,0,1
passar,0.3333,6,0,0,0,0,0,0,0,1
one,0.6667,3,0,0,0,0,0,0,0,0
brown,0.2,5,0,0,0,0,0,0,0,0
dad,0.3333,3,0,0,0,0,0,0,0,0
face,0.5,4,0,0,0,0,0,0,0,0
next,0.25,4,0,0,0,0,0,0,0,0
an,0.5,2,0,0,0,0,0,0,0,0
serve,0.4,5,0,0,0,0,0,0,0,0
ensenyar,0.375,8,0,0,0,0,0,0,0,1
paragraph,0.3333,9,0,0,0,1,0,0,0,0
fa,0.5,2,0,0,0,0,0,0,0,1
dit,0.3333,3,0,0,0,0,0,0,0,1
fill,0.25,4,0,0,0,0,0,0,0,0
tall,0.25,4,0,0,0,0,0,0,0,0
him,0.3333,3,0,0,0,0,0,0,0,0
woman,0.4,5,0,0,0,0,0,0,0,0
content,0.2857,7,0,0,0,0,0,0,0,1
rather,0.3333,6,0,0,0,1,0,0,0,0
caminar,0.4286,7,0,0,0,0,0,0,0,1
solitari,0.5,8,0,0,0,0,0,0,0,1
marca,0.4,5,0,0,0,0,0,0,0,1
nombre,0.3333,6,0,0,0,0,0,0,0,1
onada,0.6,5,0,0,0,0,0,0,0,1
base,0.5,4,0,0,0,0,0,0,0,1
moment,0.3333,6,0,0,0,0,0,0,0,0
look,0.5,4,0,0,1,0,0,0,0,0
establir,0.375,8,0,0,0,0,0,0,0,1
cura,0.5,4,0,0,0,0,0,0,0,1
place,0.4,5,0,0,0,0,0,0,0,0
wash,0.25,4,0,0,0,1,0,0,0,0
pèl,0.0,3,1,0,0,0,0,0,0,1
especially,0.4,10,0,0,0,0,0,0,0,0
calenta,0.4286,7,0,0,0,0,0,0,0,1
joc,0.3333,3,0,0,0,0,0,0,0,1
perill,0.3333,6,0,0,0,0,0,0,0,1
resultat,0.375,8,0,0,0,0,0,0,0,1
xerrada,0.4286,7,0,0,0,0,0,0,0,1
mouth,0.4,5,0,0,0,1,0,0,0,0
locate,0.5,6,0,0,0,0,0,0,1,0
estiu,0.6,5,0,0,0,0,0,0,0,1
paràgraf,0.25,8,1,0,0,0,0,0,0,1
terra,0.4,5,0,0,0,0,0,0,0,1
wear,0.5,4,0,0,0,0,0,0,0,0
heard,0.4,5,0,0,0,0,0,1,0,0
claim,0.4,5,0,0,0,0,0,0,0,0
incloure,0.5,8,0,0,0,0,0,1,0,1
vestir,0.3333,6,0,0,0,0,0,0,0,1
treball,0.2857,7,0,0,0,0,0,0,0,1
simple,0.3333,6,0,0,0,0,0,0,0,1
premsa,0.3333,6,0,0,0,0,0,0,0,1
part,0.25,4,0,0,0,0,0,0,0,1
late,0.5,4,0,0,0,0,0,0,1,0
west,0.25,4,0,0,0,0,0,0,1,0
important,0.3333,9,0,0,0,0,0,0,0,1
permetre,0.375,8,0,0,0,0,0,0,0,1
hope,0.5,4,0,0,0,0,0,0,0,0
example,0.4286,7,0,0,0,0,0,0,0,0
pocs,0.25,4,0,0,0,0,0,0,0,1
correcta,0.375,8,0,0,0,0,0,0,0,1
sobre,0.4,5,0,0,0,0,0,0,0,1
similar,0.4286,7,0,0,0,0,0,0,0,0
region,0.5,6,0,0,0,0,0,0,0,0
got,0.3333,3,0,0,0,0,0,0,0,0
line,0.5,4,0,0,0,0,0,0,0,0
phrase,0.3333,6,0,0,0,1,0,0,0,0
any,0.3333,3,0,0,0,0,0,0,0,0
shoe,0.5,4,0,0,0,1,0,0,0,0
top,0.3333,3,0,0,0,0,0,0,0,0
but,0.3333,3,0,0,0,0,0,0,0,0
skill,0.2,5,0,0,0,1,0,0,0,0
then,0.25,4,0,0,0,1,0,0,0,0
same,0.5,4,0,0,0,0,0,0,0,0
pare,0.5,4,0,0,0,0,0,0,0,1
period,0.5,6,0,0,0,0,0,0,0,0
buscar,0.3333,6,0,0,0,0,0,0,0,1
spend,0.2,5,0,0,0,0,0,0,0,0
at,0.5,2,0,0,0,0,0,0,0,0
illa,0.5,4,0,0,0,0,0,0,0,1
començar,0.375,8,0,1,0,0,0,0,0,1
llet,0.25,4,0,0,0,0,0,0,0,1
quotient,0.5,8,0,0,0,0,0,0,0,0
their,0.4,5,0,0,0,1,0,0,0,0
talk,0.25,4,0,0,0,0,0,0,0,0
oest,0.5,4,0,0,0,0,0,0,1,1
empat,0.4,5,0,0,0,0,0,0,0,1
sang,0.25,4,0,0,0,0,0,0,0,1
boat,0.5,4,0,0,0,0,0,0,0,0
figa,0.5,4,0,0,0,0,0,0,0,1
directa,0.4286,7,0,0,0,0,0,0,0,1
noon,0.5,4,0,0,1,0,0,0,0,0
ten,0.3333,3,0,0,0,0,0,0,0,0
great,0.4,5,0,0,0,0,0,0,0,0
pensat,0.3333,6,0,0,0,0,0,0,0,1
gas,0.3333,3,0,0,0,0,0,0,0,0
acte,0.5,4,0,0,0,0,0,0,0,1
stay,0.25,4,0,0,0,0,0,0,0,0
vary,0.25,4,0,0,0,0,0,0,0,0
run,0.3333,3,0,0,0,0,0,0,0,1
aprendre,0.375,8,0,0,0,0,0,0,0,1
forat,0.4,5,0,0,0,0,0,0,0,1
rica,0.5,4,0,0,0,0,0,0,0,1
oberta,0.5,6,0,0,0,0,0,0,0,1
day,0.3333,3,0,0,0,0,0,0,0,0
jove,0.5,4,0,0,0,0,0,0,0,1
cop,0.3333,3,0,0,0,0,0,0,0,1
variar,0.5,6,0,0,0,0,0,0,0,1
rebre,0.4,5,0,0,0,0,0,0,0,1
blatdemoro,0.4,10,0,0,0,0,0,0,0,1
canvi,0.4,5,0,0,0,0,0,0,0,1
ull,0.3333,3,0,0,0,0,0,0,0,1
wall,0.25,4,0,0,0,0,0,0,0,0
discuss,0.2857,7,0,0,0,0,0,0,0,0
aliments,0.375,8,0,0,0,0,0,0,0,1
keep,0.5,4,0,0,1,0,0,0,0,0
symbol,0.1667,6,0,0,0,0,0,0,0,0
noia,0.75,4,0,0,0,0,0,0,0,1
observe,0.4286,7,0,0,0,0,0,0,0,0
arma,0.5,4,0,0,0,0,0,0,0,1
lloc,0.25,4,0,0,0,0,0,0,0,1
numeral,0.4286,7,0,0,0,0,0,0,0,0
drop,0.25,4,0,0,0,0,0,0,0,0
greix,0.4,5,0,0,0,0,0,0,0,1
steam,0.4,5,0,0,0,0,0,0,0,0
carta,0.4,5,0,0,0,0,0,0,0,1
shore,0.4,5,0,0,0,1,0,0,0,0
propi,0.4,5,0,0,0,0,0,0,0,1
mitjà,0.2,5,1,0,0,0,0,0,0,1
vent,0.25,4,0,0,0,0,0,0,0,1
near,0.5,4,0,0,0,0,0,0,0,0
materials,0.4444,9,0,0,0,0,0,0,0,1
excepte,0.4286,7,0,0,0,0,0,0,0,1
mix,0.3333,3,0,0,0,0,0,0,0,0
hair,0.5,4,0,0,0,0,0,1,0,0
meat,0.5,4,0,0,0,0,0,0,0,0
soil,0.5,4,0,0,0,0,0,0,0,0
cap,0.3333,3,0,0,0,0,0,0,0,1
felt,0.25,4,0,0,0,0,0,0,0,0
altres,0.3333,6,0,0,0,0,0,0,0,1
interès,0.2857,7,1,0,0,0,0,0,0,1
spot,0.25,4,0,0,0,0,0,0,0,0
log,0.3333,3,0,0,0,0,0,0,0,1
seva,0.5,4,0,0,0,0,0,0,0,1
temporada,0.4444,9,0,0,0,0,0,0,0,1
ciència,0.4286,7,1,0,0,0,0,0,0,1
land,0.25,4,0,0,0,0,0,0,0,0
begin,0.4,5,0,0,0,0,0,0,0,0
d’,0.0,2,0,0,0,0,0,0,0,1
fusta,0.4,5,0,0,0,0,0,0,0,1
by,0.0,2,0,0,0,0,0,0,0,0
score,0.4,5,0,0,0,0,0,0,0,0
result,0.3333,6,0,0,0,0,0,0,0,0
snow,0.25,4,0,0,0,0,0,0,0,0
center,0.3333,6,0,0,0,0,0,0,0,0
sufix,0.4,5,0,0,0,0,0,0,0,1
beguda,0.5,6,0,0,0,0,0,0,0,1
lead,0.5,4,0,0,0,0,0,0,0,0
radio,0.6,5,0,0,0,0,0,0,0,0
chart,0.2,5,0,0,0,1,0,0,0,0
go,0.5,2,0,0,0,0,0,0,0,0
nou,0.6667,3,0,0,0,0,0,0,0,1
continent,0.3333,9,0,0,0,0,0,0,0,0
menjar,0.3333,6,0,0,0,0,0,0,0,1
heat,0.5,4,0,0,0,0,0,0,0,0
held,0.25,4,0,0,0,0,0,0,0,1
aquest,0.5,6,0,0,0,0,0,0,1,1
minuts,0.3333,6,0,0,0,0,0,0,0,1
mapa,0.5,4,0,0,0,0,0,0,0,1
esclau,0.5,6,0,0,0,0,0,0,0,1
demostrar,0.3333,9,0,0,0,0,0,0,0,1
leg,0.3333,3,0,0,0,0,0,0,0,0
dry,0.0,3,0,0,0,0,0,0,0,0
born,0.25,4,0,0,0,0,0,0,0,0
law,0.3333,3,0,0,0,0,0,0,0,0
preguntar,0.3333,9,0,0,0,0,0,0,0,1
port,0.25,4,0,0,0,0,0,0,0,0
is,0.5,2,0,0,0,0,0,0,0,0
egg,0.3333,3,0,0,0,1,0,0,0,0
oxigen,0.5,6,0,0,0,0,0,0,0,1
fi,0.5,2,0,0,0,0,0,0,0,1
saltar,0.3333,6,0,0,0,0,0,0,0,1
botiga,0.5,6,0,0,0,0,0,0,0,1
restar,0.3333,6,0,0,0,0,0,0,0,1
let,0.3333,3,0,0,0,0,0,0,0,0
rei,0.6667,3,0,0,0,0,0,0,0,1
gran,0.25,4,0,0,0,0,0,0,0,1
street,0.3333,6,0,0,1,0,0,0,0,0
there,0.4,5,0,0,0,1,0,0,0,0
visita,0.5,6,0,0,0,0,0,0,0,1
fish,0.25,4,0,0,0,1,0,0,0,0
verb,0.25,4,0,0,0,0,0,0,0,0
pintar,0.3333,6,0,0,0,0,0,0,0,1
invent,0.3333,6,0,0,0,0,0,0,0,0
dear,0.5,4,0,0,0,0,0,0,0,0
moon,0.5,4,0,0,1,0,0,0,0,0
morning,0.2857,7,0,0,0,0,0,0,1,0
mal,0.3333,3,0,0,0,0,0,0,0,1
reuneixen,0.5556,9,0,0,0,0,0,0,0,1
enter,0.4,5,0,0,0,0,0,0,0,0
listen,0.3333,6,0,0,0,0,0,0,0,0
little,0.3333,6,0,0,0,1,0,0,0,0
porta,0.4,5,0,0,0,0,0,0,0,1
blue,0.5,4,0,0,0,0,0,0,0,0
blanc,0.2,5,0,0,0,0,0,0,0,1
though,0.3333,6,0,0,0,1,0,1,0,0
món,0.0,3,1,0,0,0,0,0,0,1
continent,0.3333,9,0,0,0,0,0,0,0,1
poblar,0.3333,6,0,0,0,0,0,0,0,1
resoldre,0.375,8,0,0,0,0,0,0,0,1
edge,0.5,4,0,0,0,0,0,1,0,0
diners,0.3333,6,0,0,0,0,0,0,0,1
fruita,0.5,6,0,0,0,0,0,0,0,1
check,0.2,5,0,0,0,1,0,0,0,0
seva,0.5,4,0,0,0,0,0,0,0,1
atom,0.5,4,0,0,0,0,0,0,0,0
lloc,0.25,4,0,0,0,0,0,0,0,1
gun,0.3333,3,0,0,0,0,0,0,0,0
figura,0.5,6,0,0,0,0,0,0,0,1
diferir,0.4286,7,0,0,0,0,0,0,0,1
reunir,0.5,6,0,0,0,0,0,0,0,1
my,0.0,2,0,0,0,0,0,0,0,0
òrgan,0.2,5,1,0,0,0,0,0,0,1
miss,0.25,4,0,0,0,0,0,0,0,0
note,0.5,4,0,0,0,0,0,0,0,0
dret,0.25,4,0,0,0,0,0,0,0,1
favor,0.4,5,0,0,0,0,0,0,0,0
faria,0.6,5,0,0,0,0,0,0,0,1
botiga,0.5,6,0,0,0,0,0,0,0,1
braç,0.25,4,0,1,0,0,0,0,0,1
level,0.4,5,0,0,0,0,0,0,0,0
morir,0.4,5,0,0,0,0,0,0,0,1
pregunto,0.375,8,0,0,0,0,0,0,0,1
have,0.5,4,0,0,0,0,0,0,0,0
suggest,0.2857,7,0,0,0,1,0,0,1,0
size,0.5,4,0,0,0,0,0,0,1,0
off,0.3333,3,0,0,0,1,0,0,0,1
choose,0.5,6,0,0,1,1,0,0,0,0
up,0.5,2,0,0,0,0,0,0,0,0
ell,0.3333,3,0,0,0,0,0,0,0,1
ocean,0.6,5,0,0,0,0,0,0,0,0
sorpresa,0.375,8,0,0,0,0,0,0,0,1
passeig,0.4286,7,0,0,0,0,0,0,0,1
throw,0.2,5,0,0,0,1,0,0,0,0
several,0.4286,7,0,0,0,0,0,0,0,0
