word,ratio,cantidadLetras,gotAccent,gotCedilla,doubleVocal,enCC,y
creuar,0.5,6,0,0,0,0,1
rica,0.5,4,0,0,0,0,1
design,0.3333,6,0,0,0,0,0
cat,0.3333,3,0,0,0,0,1
begin,0.4,5,0,0,0,0,0
depend,0.3333,6,0,0,0,0,0
bat,0.3333,3,0,0,0,0,1
ser,0.3333,3,0,0,0,0,1
completa,0.375,8,0,0,0,0,1
truck,0.2,5,0,0,0,1,0
base,0.5,4,0,0,0,0,0
mai,0.6667,3,0,0,0,0,1
deep,0.5,4,0,0,1,0,0
gris,0.25,4,0,0,0,0,1
city,0.25,4,0,0,0,0,0
aire,0.75,4,0,0,0,0,1
sit,0.3333,3,0,0,0,0,0
magnet,0.3333,6,0,0,0,0,0
naturals,0.375,8,0,0,0,0,1
same,0.5,4,0,0,0,0,0
costa,0.4,5,0,0,0,0,1
captain,0.4286,7,0,0,0,0,0
behind,0.3333,6,0,0,0,0,0
your,0.5,4,0,0,0,0,0
ride,0.5,4,0,0,0,0,0
wrote,0.4,5,0,0,0,1,0
join,0.5,4,0,0,0,0,0
problema,0.375,8,0,0,0,0,1
size,0.5,4,0,0,0,0,0
alguns,0.3333,6,0,0,0,0,1
dear,0.5,4,0,0,0,0,0
última,0.3333,6,1,0,0,0,1
part,0.25,4,0,0,0,0,1
basic,0.4,5,0,0,0,0,0
prove,0.4,5,0,0,0,0,0
event,0.4,5,0,0,0,0,0
form,0.25,4,0,0,0,0,0
cura,0.5,4,0,0,0,0,1
estudiant,0.4444,9,0,0,0,0,1
ear,0.6667,3,0,0,0,0,0
sheet,0.4,5,0,0,1,1,0
senyoreta,0.4444,9,0,0,0,0,1
proporcionar,0.4167,12,0,0,0,0,1
born,0.25,4,0,0,0,0,1
suficient,0.4444,9,0,0,0,0,1
bird,0.25,4,0,0,0,0,0
get,0.3333,3,0,0,0,0,0
conjunt,0.2857,7,0,0,0,0,1
jardí,0.2,5,1,0,0,0,1
cotó,0.25,4,1,0,0,0,1
play,0.25,4,0,0,0,0,0
planeta,0.4286,7,0,0,0,0,1
quota,0.6,5,0,0,0,0,1
decimal,0.4286,7,0,0,0,0,0
anger,0.4,5,0,0,0,0,0
melody,0.3333,6,0,0,0,0,0
pressa,0.3333,6,0,0,0,0,1
sovint,0.3333,6,0,0,0,0,1
representar,0.3636,11,0,0,0,0,1
requerir,0.5,8,0,0,0,0,1
peus,0.5,4,0,0,0,0,1
govern,0.3333,6,0,0,0,0,0
present,0.2857,7,0,0,0,0,0
current,0.2857,7,0,0,0,0,0
had,0.3333,3,0,0,0,0,0
terreny,0.2857,7,0,0,0,0,1
escriure,0.5,8,0,0,0,1,1
granja,0.3333,6,0,0,0,0,1
off,0.3333,3,0,0,0,1,0
no,0.5,2,0,0,0,0,1
bretxa,0.3333,6,0,0,0,0,1
excepte,0.4286,7,0,0,0,0,1
language,0.5,8,0,0,0,0,0
felt,0.25,4,0,0,0,0,0
rentat,0.3333,6,0,0,0,0,1
edat,0.5,4,0,0,0,0,1
encara,0.5,6,0,0,0,0,1
peça,0.5,4,0,1,0,0,1
metal,0.4,5,0,0,0,0,0
dream,0.4,5,0,0,0,0,0
dependrà,0.25,8,1,0,0,0,1
degree,0.5,6,0,0,1,0,0
trade,0.4,5,0,0,0,0,0
proper,0.3333,6,0,0,0,0,0
unitat,0.5,6,0,0,0,0,1
milk,0.25,4,0,0,0,0,0
dark,0.25,4,0,0,0,0,0
step,0.25,4,0,0,0,0,0
suit,0.5,4,0,0,0,0,0
contenir,0.375,8,0,0,0,0,1
pare,0.5,4,0,0,0,0,1
ull,0.3333,3,0,0,0,0,1
portar,0.3333,6,0,0,0,0,1
quadre,0.5,6,0,0,0,0,1
thus,0.25,4,0,0,0,1,0
smile,0.4,5,0,0,0,1,0
every,0.4,5,0,0,0,0,0
anys,0.25,4,0,0,0,0,1
estrella,0.375,8,0,0,0,0,1
only,0.25,4,0,0,0,0,0
two,0.3333,3,0,0,0,1,0
exacta,0.5,6,0,0,0,0,1
rope,0.5,4,0,0,0,0,0
bat,0.3333,3,0,0,0,0,0
written,0.2857,7,0,0,0,1,0
rather,0.3333,6,0,0,0,1,0
molècula,0.375,8,1,0,0,0,1
valley,0.3333,6,0,0,0,0,0
fill,0.25,4,0,0,0,0,0
posar,0.4,5,0,0,0,0,1
sud,0.3333,3,0,0,0,0,1
treball,0.2857,7,0,0,0,0,1
burn,0.25,4,0,0,0,0,0
stretch,0.1429,7,0,0,0,1,0
come,0.5,4,0,0,0,0,0
double,0.5,6,0,0,0,0,0
indústria,0.3333,9,1,0,0,0,1
només,0.2,5,1,0,0,0,1
viure,0.6,5,0,0,0,0,1
passar,0.3333,6,0,0,0,0,1
instrument,0.3,10,0,0,0,0,0
chord,0.2,5,0,0,0,1,0
reason,0.5,6,0,0,0,0,0
seca,0.5,4,0,0,0,0,1
die,0.6667,3,0,0,0,0,0
escala,0.5,6,0,0,0,0,1
tant,0.25,4,0,0,0,0,1
feet,0.5,4,0,0,1,0,0
bellesa,0.4286,7,0,0,0,0,1
aturi,0.6,5,0,0,0,0,1
esperar,0.4286,7,0,0,0,0,1
thought,0.2857,7,0,0,0,1,0
causa,0.6,5,0,0,0,0,1
flower,0.3333,6,0,0,0,0,0
necessari,0.4444,9,0,0,0,0,1
èxit,0.25,4,1,0,0,0,1
líquid,0.3333,6,1,0,0,0,1
parlar,0.3333,6,0,0,0,0,1
caure,0.6,5,0,0,0,0,1
poder,0.4,5,0,0,0,0,1
verb,0.25,4,0,0,0,0,1
enough,0.5,6,0,0,0,0,0
ells,0.25,4,0,0,0,0,1
baby,0.25,4,0,0,0,0,0
pretty,0.1667,6,0,0,0,1,0
determinar,0.4,10,0,0,0,0,1
complete,0.375,8,0,0,0,0,0
ciència,0.4286,7,1,0,0,0,1
restar,0.3333,6,0,0,0,0,1
run,0.3333,3,0,0,0,0,1
alta,0.5,4,0,0,0,0,1
second,0.3333,6,0,0,0,0,0
clothe,0.3333,6,0,0,0,1,0
comprar,0.2857,7,0,0,0,0,1
add,0.3333,3,0,0,0,1,0
sleep,0.4,5,0,0,1,0,0
mà,0.0,2,1,0,0,0,1
want,0.25,4,0,0,0,0,0
wire,0.5,4,0,0,0,0,0
north,0.2,5,0,0,0,1,0
move,0.5,4,0,0,0,0,0
glass,0.2,5,0,0,0,0,0
dansa,0.4,5,0,0,0,0,1
mes,0.3333,3,0,0,0,0,1
wheel,0.4,5,0,0,1,1,0
stood,0.4,5,0,0,1,0,0
pitch,0.2,5,0,0,0,1,1
ho,0.5,2,0,0,0,0,1
mentre,0.3333,6,0,0,0,0,1
que,0.6667,3,0,0,0,0,1
sota,0.5,4,0,0,0,0,1
neighbor,0.375,8,0,0,0,1,0
new,0.3333,3,0,0,0,0,0
to,0.5,2,0,0,0,0,0
comú,0.25,4,1,0,0,0,1
ball,0.25,4,0,0,0,0,0
bona,0.5,4,0,0,0,0,1
mar,0.3333,3,0,0,0,0,1
germana,0.4286,7,0,0,0,0,1
letter,0.3333,6,0,0,0,1,0
state,0.4,5,0,0,0,0,0
aigua,0.8,5,0,0,0,0,1
omplir,0.3333,6,0,0,0,0,1
person,0.3333,6,0,0,0,0,0
duck,0.25,4,0,0,0,1,0
stone,0.4,5,0,0,0,0,0
difícil,0.2857,7,1,0,0,0,1
tractar,0.2857,7,0,0,0,0,1
sign,0.25,4,0,0,0,0,0
crear,0.4,5,0,0,0,0,1
pla,0.3333,3,0,0,0,0,1
vida,0.5,4,0,0,0,0,1
anomenada,0.5556,9,0,0,0,0,1
oest,0.5,4,0,0,0,0,1
read,0.5,4,0,0,0,0,0
xerrada,0.4286,7,0,0,0,0,1
tals,0.25,4,0,0,0,0,1
solve,0.4,5,0,0,0,0,0
diferir,0.4286,7,0,0,0,0,1
aquest,0.5,6,0,0,0,0,1
energia,0.5714,7,0,0,0,0,1
termini,0.4286,7,0,0,0,0,1
evening,0.4286,7,0,0,0,0,0
vi,0.5,2,0,0,0,0,1
segment,0.2857,7,0,0,0,0,0
piece,0.6,5,0,0,0,0,0
bed,0.3333,3,0,0,0,0,0
decide,0.5,6,0,0,0,0,0
cold,0.25,4,0,0,0,0,0
might,0.2,5,0,0,0,1,0
home,0.5,4,0,0,0,0,0
round,0.4,5,0,0,0,0,0
water,0.4,5,0,0,0,0,0
capità,0.3333,6,1,0,0,0,1
dia,0.6667,3,0,0,0,0,1
objecte,0.4286,7,0,0,0,0,1
carrera,0.4286,7,0,0,0,0,1
cry,0.0,3,0,0,0,0,0
box,0.3333,3,0,0,0,0,0
definitiva,0.5,10,0,0,0,0,1
taula,0.6,5,0,0,0,0,1
nedar,0.4,5,0,0,0,0,1
key,0.3333,3,0,0,0,0,0
claim,0.4,5,0,0,0,0,0
suggest,0.2857,7,0,0,0,1,0
know,0.25,4,0,0,0,1,0
period,0.5,6,0,0,0,0,0
vall,0.25,4,0,0,0,0,1
somriure,0.5,8,0,0,0,0,1
el,0.5,2,0,0,0,0,1
recta,0.4,5,0,0,0,0,1
hot,0.3333,3,0,0,0,0,0
drive,0.4,5,0,0,0,0,0
rise,0.5,4,0,0,0,0,0
held,0.25,4,0,0,0,0,1
pedra,0.4,5,0,0,0,0,1
warm,0.25,4,0,0,0,0,0
cut,0.3333,3,0,0,0,0,0
roda,0.5,4,0,0,0,0,1
she,0.3333,3,0,0,0,1,0
store,0.4,5,0,0,0,0,0
nord,0.25,4,0,0,0,0,1
through,0.2857,7,0,0,0,1,0
up,0.5,2,0,0,0,0,0
more,0.5,4,0,0,0,0,0
ground,0.3333,6,0,0,0,0,0
recollir,0.375,8,0,0,0,0,1
blatdemoro,0.4,10,0,0,0,0,1
esdeveniment,0.4167,12,0,0,0,0,1
instrument,0.3,10,0,0,0,0,1
resoldre,0.375,8,0,0,0,0,1
parent,0.3333,6,0,0,0,0,0
call,0.25,4,0,0,0,0,0
top,0.3333,3,0,0,0,0,0
acer,0.5,4,0,0,0,0,1
també,0.2,5,1,0,0,0,1
solitari,0.5,8,0,0,0,0,1
sent,0.25,4,0,0,0,0,0
unir-se,0.4286,7,0,0,0,0,1
chick,0.2,5,0,0,0,1,0
made,0.5,4,0,0,0,0,0
molt,0.25,4,0,0,0,0,1
sobre,0.4,5,0,0,0,0,1
chair,0.4,5,0,0,0,1,0
populate,0.5,8,0,0,0,0,0
school,0.3333,6,0,0,1,1,0
how,0.3333,3,0,0,0,0,0
do,0.5,2,0,0,0,0,0
instantània,0.3636,11,1,0,0,0,1
bought,0.3333,6,0,0,0,0,0
gruix,0.4,5,0,0,0,0,1
order,0.4,5,0,0,0,0,0
mai,0.6667,3,0,0,0,0,1
branch,0.1667,6,0,0,0,1,0
low,0.3333,3,0,0,0,0,0
cor,0.3333,3,0,0,0,0,1
connect,0.2857,7,0,0,0,0,0
ten,0.3333,3,0,0,0,0,0
wait,0.5,4,0,0,0,0,0
locate,0.5,6,0,0,0,0,0
rock,0.25,4,0,0,0,1,0
haurà,0.4,5,1,0,0,0,1
mean,0.5,4,0,0,0,0,0
for,0.3333,3,0,0,0,0,0
position,0.5,8,0,0,0,0,0
island,0.3333,6,0,0,0,0,0
sun,0.3333,3,0,0,0,0,0
pesada,0.5,6,0,0,0,0,1
ocean,0.6,5,0,0,0,0,0
sky,0.0,3,0,0,0,1,0
raise,0.6,5,0,0,0,0,0
year,0.5,4,0,0,0,0,0
shall,0.2,5,0,0,0,1,0
prepare,0.4286,7,0,0,0,0,0
port,0.25,4,0,0,0,0,1
divisió,0.4286,7,1,0,0,0,1
materials,0.4444,9,0,0,0,0,1
card,0.25,4,0,0,0,0,0
efecte,0.5,6,0,0,0,0,1
afegir,0.5,6,0,0,0,0,1
arrive,0.5,6,0,0,0,0,0
far,0.3333,3,0,0,0,0,0
path,0.25,4,0,0,0,1,0
acord,0.4,5,0,0,0,0,1
fa,0.5,2,0,0,0,0,1
select,0.3333,6,0,0,0,0,0
suport,0.3333,6,0,0,0,0,1
remember,0.375,8,0,0,0,0,0
rei,0.6667,3,0,0,0,0,1
believe,0.5714,7,0,0,0,0,0
once,0.5,4,0,0,0,0,0
push,0.25,4,0,0,0,1,0
buy,0.3333,3,0,0,0,0,0
symbol,0.1667,6,0,0,0,0,0
viatge,0.5,6,0,0,0,0,1
preguntar,0.3333,9,0,0,0,0,1
kept,0.25,4,0,0,0,0,0
seem,0.5,4,0,0,1,0,0
strong,0.1667,6,0,0,0,0,0
crit,0.25,4,0,0,0,0,1
king,0.25,4,0,0,0,0,0
special,0.4286,7,0,0,0,0,0
tool,0.5,4,0,0,1,0,0
very,0.25,4,0,0,0,0,0
si,0.5,2,0,0,0,0,1
nas,0.3333,3,0,0,0,0,1
a,1.0,1,0,0,0,0,1
said,0.5,4,0,0,0,0,0
look,0.5,4,0,0,1,0,0
espectacle,0.4,10,0,0,0,0,1
divide,0.5,6,0,0,0,0,0
imaginar,0.5,8,0,0,0,0,1
serve,0.4,5,0,0,0,0,0
pull,0.25,4,0,0,0,0,0
yet,0.3333,3,0,0,0,0,0
brown,0.2,5,0,0,0,0,0
opposite,0.5,8,0,0,0,1,0
consonant,0.3333,9,0,0,0,0,0
com,0.3333,3,0,0,0,0,1
aprendre,0.375,8,0,0,0,0,1
colony,0.3333,6,0,0,0,0,0
produir,0.4286,7,0,0,0,0,1
valor,0.4,5,0,0,0,0,1
time,0.5,4,0,0,0,0,0
inici,0.6,5,0,0,0,0,1
study,0.2,5,0,0,0,0,0
apareixerà,0.5,10,1,0,0,0,1
superior,0.5,8,0,0,0,0,1
brought,0.2857,7,0,0,0,0,0
observar,0.375,8,0,0,0,0,1
uncop,0.4,5,0,0,0,0,1
resultat,0.375,8,0,0,0,0,1
bank,0.25,4,0,0,0,0,0
talk,0.25,4,0,0,0,0,0
velocitat,0.4444,9,0,0,0,0,1
pas,0.3333,3,0,0,0,0,1
tipus,0.4,5,0,0,0,0,1
meet,0.5,4,0,0,1,0,0
just,0.25,4,0,0,0,0,0
trencar,0.2857,7,0,0,0,0,1
wear,0.5,4,0,0,0,0,0
else,0.5,4,0,0,0,0,0
month,0.2,5,0,0,0,1,0
soldat,0.3333,6,0,0,0,0,1
peixos,0.5,6,0,0,0,0,1
estimar,0.4286,7,0,0,0,0,1
multiplicar,0.3636,11,0,0,0,0,1
elèctrica,0.3333,9,1,0,0,0,1
describe,0.375,8,0,0,0,1,0
middle,0.3333,6,0,0,0,1,0
check,0.2,5,0,0,0,1,0
create,0.5,6,0,0,0,0,0
anat,0.5,4,0,0,0,0,1
permetre,0.375,8,0,0,0,0,1
cat,0.3333,3,0,0,0,0,0
bosc,0.25,4,0,0,0,0,1
costat,0.3333,6,0,0,0,0,1
per,0.3333,3,0,0,0,0,1
triangle,0.375,8,0,0,0,0,1
connectar,0.3333,9,0,0,0,0,1
acte,0.5,4,0,0,0,0,1
ask,0.3333,3,0,0,0,1,0
substantiu,0.4,10,0,0,0,0,1
com,0.3333,3,0,0,0,0,1
veu,0.6667,3,0,0,0,0,1
expect,0.3333,6,0,0,0,0,0
seva,0.5,4,0,0,0,0,1
type,0.25,4,0,0,0,0,0
lenta,0.4,5,0,0,0,0,1
oposada,0.5714,7,0,0,0,0,1
trip,0.25,4,0,0,0,0,0
molt,0.25,4,0,0,0,0,1
oxigen,0.5,6,0,0,0,0,1
enorme,0.5,6,0,0,0,0,1
print,0.2,5,0,0,0,0,0
oxygen,0.3333,6,0,0,0,0,0
veualta,0.5714,7,0,0,0,0,1
division,0.5,8,0,0,0,0,0
atom,0.5,4,0,0,0,0,0
riure,0.6,5,0,0,0,0,1
colour,0.5,6,0,0,0,0,0
porta,0.4,5,0,0,0,0,1
thick,0.2,5,0,0,0,1,0
though,0.3333,6,0,0,0,1,0
view,0.5,4,0,0,0,0,0
case,0.5,4,0,0,0,0,0
three,0.4,5,0,0,1,1,0
diccionari,0.5,10,0,0,0,0,1
acte,0.5,4,0,0,0,0,1
primavera,0.4444,9,0,0,0,0,1
young,0.4,5,0,0,0,0,0
got,0.3333,3,0,0,0,0,0
other,0.4,5,0,0,0,1,0
aquest,0.5,6,0,0,0,0,1
led,0.3333,3,0,0,0,0,0
servir,0.3333,6,0,0,0,0,1
música,0.3333,6,1,0,0,0,1
fire,0.5,4,0,0,0,0,0
five,0.5,4,0,0,0,0,0
posició,0.4286,7,1,0,0,0,1
saw,0.3333,3,0,0,0,0,0
by,0.0,2,0,0,0,0,0
children,0.25,8,0,0,0,1,0
missatge,0.375,8,0,0,0,0,1
marca,0.4,5,0,0,0,0,1
pneumàtics,0.3,10,1,0,0,0,1
meu,0.6667,3,0,0,0,0,1
fracció,0.2857,7,1,0,0,0,1
compare,0.4286,7,0,0,0,0,0
signe,0.4,5,0,0,0,0,1
smell,0.2,5,0,0,0,1,0
blanc,0.2,5,0,0,0,0,1
sentit,0.3333,6,0,0,0,0,1
enemic,0.5,6,0,0,0,0,1
produeix,0.5,8,0,0,0,0,1
life,0.5,4,0,0,0,0,0
no,0.5,2,0,0,0,0,1
flat,0.25,4,0,0,0,0,0
sorra,0.4,5,0,0,0,0,1
cellular,0.375,8,0,0,0,0,1
fresc,0.2,5,0,0,0,0,1
shoe,0.5,4,0,0,0,1,0
touch,0.4,5,0,0,0,1,0
fraction,0.375,8,0,0,0,0,0
shore,0.4,5,0,0,0,1,0
salt,0.25,4,0,0,0,0,0
matar,0.4,5,0,0,0,0,1
mil,0.3333,3,0,0,0,0,1
escrit,0.3333,6,0,0,0,1,1
amic,0.5,4,0,0,0,0,1
pair,0.5,4,0,0,0,0,0
history,0.2857,7,0,0,0,0,0
learn,0.4,5,0,0,0,0,0
make,0.5,4,0,0,0,0,0
pis,0.3333,3,0,0,0,0,1
plan,0.25,4,0,0,0,0,0
eat,0.6667,3,0,0,0,0,0
voler,0.4,5,0,0,0,0,1
cent,0.25,4,0,0,0,0,1
meat,0.5,4,0,0,0,0,0
sight,0.2,5,0,0,0,1,0
string,0.1667,6,0,0,0,0,0
món,0.0,3,1,0,0,0,1
vaca,0.5,4,0,0,0,0,1
plec,0.25,4,0,0,0,0,1
cop,0.3333,3,0,0,0,0,1
pregunta,0.375,8,0,0,0,0,1
finestra,0.375,8,0,0,0,0,1
track,0.2,5,0,0,0,1,0
arrange,0.4286,7,0,0,0,0,0
morir,0.4,5,0,0,0,0,1
ring,0.25,4,0,0,0,0,0
període,0.4286,7,1,0,0,0,1
weather,0.4286,7,0,0,0,1,0
during,0.3333,6,0,0,0,0,0
sharp,0.2,5,0,0,0,1,0
fi,0.5,2,0,0,0,0,1
curs,0.25,4,0,0,0,0,1
contain,0.4286,7,0,0,0,0,0
has,0.3333,3,0,0,0,0,0
window,0.3333,6,0,0,0,0,0
os,0.5,2,0,0,0,0,1
diversos,0.375,8,0,0,0,0,1
dir,0.3333,3,0,0,0,0,1
punt,0.25,4,0,0,0,0,1
slip,0.25,4,0,0,0,0,0
lie,0.6667,3,0,0,0,0,0
rebre,0.4,5,0,0,0,0,1
ala,0.6667,3,0,0,0,0,1
plant,0.2,5,0,0,0,0,0
però,0.25,4,1,0,0,0,1
glad,0.25,4,0,0,0,0,0
cloud,0.4,5,0,0,0,0,0
test,0.25,4,0,0,0,0,0
vaixell,0.4286,7,0,0,0,0,1
família,0.4286,7,1,0,0,0,1
discurs,0.2857,7,0,0,0,0,1
sufix,0.4,5,0,0,0,0,1
lliure,0.5,6,0,0,0,0,1
gran,0.25,4,0,0,0,0,1
chick,0.2,5,0,0,0,1,1
press,0.2,5,0,0,0,0,0
base,0.5,4,0,0,0,0,1
grow,0.25,4,0,0,0,0,0
comprat,0.2857,7,0,0,0,0,1
passeig,0.4286,7,0,0,0,0,1
could,0.4,5,0,0,0,0,0
sistema,0.4286,7,0,0,0,0,1
let,0.3333,3,0,0,0,0,0
prendre,0.2857,7,0,0,0,0,1
either,0.5,6,0,0,0,1,0
bar,0.3333,3,0,0,0,0,0
hores,0.4,5,0,0,0,0,1
propi,0.4,5,0,0,0,0,1
father,0.3333,6,0,0,0,1,0
lift,0.25,4,0,0,0,0,0
partit,0.3333,6,0,0,0,0,1
distant,0.2857,7,0,0,0,0,1
fina,0.5,4,0,0,0,0,1
please,0.5,6,0,0,0,0,0
plata,0.4,5,0,0,0,0,1
ocell,0.4,5,0,0,0,0,1
work,0.25,4,0,0,0,0,0
procés,0.1667,6,1,0,0,0,1
decidir,0.4286,7,0,0,0,0,1
question,0.5,8,0,0,0,0,0
augmentar,0.4444,9,0,0,0,0,1
past,0.25,4,0,0,0,0,0
abans,0.4,5,0,0,0,0,1
i,1.0,1,0,0,0,0,1
suffix,0.3333,6,0,0,0,1,0
root,0.5,4,0,0,1,0,0
fruit,0.4,5,0,0,0,0,0
horse,0.4,5,0,0,0,0,0
ha,0.5,2,0,0,0,0,1
friend,0.3333,6,0,0,0,0,0
colpejar,0.375,8,0,0,0,0,1
mind,0.25,4,0,0,0,0,0
localitzar,0.4,10,0,0,0,0,1
passeig,0.4286,7,0,0,0,0,1
escoltar,0.375,8,0,0,0,0,1
lluna,0.4,5,0,0,0,0,1
ran,0.3333,3,0,0,0,0,0
character,0.3333,9,0,0,0,1,0
núvol,0.2,5,1,0,0,0,1
boca,0.5,4,0,0,0,0,1
empat,0.4,5,0,0,0,0,1
segon,0.4,5,0,0,0,0,1
coat,0.5,4,0,0,0,0,0
neu,0.6667,3,0,0,0,0,1
those,0.4,5,0,0,0,1,0
pensar,0.3333,6,0,0,0,0,1
house,0.6,5,0,0,0,0,0
famosa,0.5,6,0,0,0,0,1
tarda,0.4,5,0,0,0,0,1
twenty,0.1667,6,0,0,0,1,0
fight,0.2,5,0,0,0,1,0
silenci,0.4286,7,0,0,0,0,1
color,0.4,5,0,0,0,0,1
acord,0.4,5,0,0,0,0,1
gràcies,0.2857,7,1,0,0,0,1
since,0.4,5,0,0,0,0,0
invent,0.3333,6,0,0,0,0,0
greix,0.4,5,0,0,0,0,1
suau,0.75,4,0,0,0,0,1
hear,0.5,4,0,0,0,0,0
condició,0.375,8,1,0,0,0,1
week,0.5,4,0,0,1,0,0
fish,0.25,4,0,0,0,1,0
faria,0.6,5,0,0,0,0,1
pound,0.4,5,0,0,0,0,0
say,0.3333,3,0,0,0,0,0
vista,0.4,5,0,0,0,0,1
gather,0.3333,6,0,0,0,1,0
radio,0.6,5,0,0,0,0,0
multiply,0.25,8,0,0,0,0,0
any,0.3333,3,0,0,0,0,0
point,0.4,5,0,0,0,0,0
include,0.4286,7,0,0,0,0,0
usual,0.6,5,0,0,0,0,0
important,0.3333,9,0,0,0,0,1
appear,0.5,6,0,0,0,1,0
hole,0.5,4,0,0,0,0,0
go,0.5,2,0,0,0,0,0
muntatge,0.375,8,0,0,0,0,1
am,0.5,2,0,0,0,0,1
grass,0.2,5,0,0,0,0,0
way,0.3333,3,0,0,0,0,0
seven,0.4,5,0,0,0,0,0
hope,0.5,4,0,0,0,0,0
menys,0.2,5,0,0,0,0,1
agree,0.6,5,0,0,1,0,0
guess,0.4,5,0,0,0,0,0
hit,0.3333,3,0,0,0,0,0
huge,0.5,4,0,0,0,0,0
out,0.6667,3,0,0,0,0,0
eight,0.4,5,0,0,0,1,0
exercise,0.5,8,0,0,0,0,0
column,0.3333,6,0,0,0,0,0
deixar,0.5,6,0,0,0,0,1
endavant,0.375,8,0,0,0,0,1
think,0.2,5,0,0,0,1,0
matter,0.3333,6,0,0,0,1,0
change,0.3333,6,0,0,0,1,0
seat,0.5,4,0,0,0,0,0
flow,0.25,4,0,0,0,0,0
west,0.25,4,0,0,0,0,0
nen,0.3333,3,0,0,0,0,1
care,0.5,4,0,0,0,0,0
segment,0.2857,7,0,0,0,0,1
cook,0.5,4,0,0,1,0,0
log,0.3333,3,0,0,0,0,1
produce,0.4286,7,0,0,0,0,0
dones,0.4,5,0,0,0,0,1
master,0.3333,6,0,0,0,0,0
keep,0.5,4,0,0,1,0,0
family,0.3333,6,0,0,0,0,0
lloc,0.25,4,0,0,0,0,1
party,0.2,5,0,0,0,0,0
desenvolupar,0.4167,12,0,0,0,0,1
escriure,0.5,8,0,0,0,1,1
answer,0.3333,6,0,0,0,1,0
quan,0.5,4,0,0,0,0,1
cause,0.6,5,0,0,0,0,0
experiment,0.4,10,0,0,0,0,0
similar,0.4286,7,0,0,0,0,0
jump,0.25,4,0,0,0,0,0
or,0.5,2,0,0,0,0,0
buscar,0.3333,6,0,0,0,0,1
down,0.25,4,0,0,0,0,0
quotient,0.5,8,0,0,0,0,0
cerca,0.4,5,0,0,0,0,1
màquina,0.4286,7,1,0,0,0,1
blood,0.4,5,0,0,1,0,0
altres,0.3333,6,0,0,0,0,1
phrase,0.3333,6,0,0,0,1,0
des,0.3333,3,0,0,0,0,1
poor,0.5,4,0,0,1,0,0
chance,0.3333,6,0,0,0,1,0
estat,0.4,5,0,0,0,0,1
music,0.4,5,0,0,0,0,0
similars,0.375,8,0,0,0,0,1
third,0.2,5,0,0,0,1,0
winter,0.3333,6,0,0,0,0,0
swim,0.25,4,0,0,0,1,0
suggerir,0.375,8,0,0,0,1,1
wood,0.5,4,0,0,1,0,0
few,0.3333,3,0,0,0,0,0
while,0.4,5,0,0,0,1,0
por,0.3333,3,0,0,0,0,1
nivell,0.3333,6,0,0,0,0,1
carretera,0.4444,9,0,0,0,0,1
còpia,0.4,5,1,0,0,0,1
jove,0.5,4,0,0,0,0,1
left,0.25,4,0,0,0,0,0
danger,0.3333,6,0,0,0,0,0
migdia,0.5,6,0,0,0,0,1
often,0.4,5,0,0,0,0,0
song,0.25,4,0,0,0,0,0
heavy,0.4,5,0,0,0,0,0
la,0.5,2,0,0,0,0,1
mass,0.25,4,0,0,0,0,0
subministrament,0.3333,15,0,0,0,0,1
center,0.3333,6,0,0,0,0,0
riba,0.5,4,0,0,0,0,1
intèrpret,0.2222,9,1,0,0,0,1
edat,0.5,4,0,0,0,0,1
knew,0.25,4,0,0,0,1,0
his,0.3333,3,0,0,0,0,0
altura,0.5,6,0,0,0,0,1
era,0.6667,3,0,0,0,0,1
prova,0.4,5,0,0,0,0,1
petit,0.4,5,0,0,0,0,1
crease,0.5,6,0,0,0,0,0
perdut,0.3333,6,0,0,0,0,1
run,0.3333,3,0,0,0,0,0
stream,0.3333,6,0,0,0,0,0
board,0.4,5,0,0,0,0,0
fins,0.25,4,0,0,0,0,1
còlera,0.3333,6,1,0,0,0,1
àtom,0.25,4,1,0,0,0,1
estació,0.4286,7,1,0,0,0,1
mother,0.3333,6,0,0,0,1,0
wild,0.25,4,0,0,0,0,0
carta,0.4,5,0,0,0,0,1
botiga,0.5,6,0,0,0,0,1
rain,0.5,4,0,0,0,0,0
camp,0.25,4,0,0,0,0,0
boat,0.5,4,0,0,0,0,0
when,0.25,4,0,0,0,1,0
té,0.0,2,1,0,0,0,1
llei,0.5,4,0,0,0,0,1
dret,0.25,4,0,0,0,0,1
excite,0.5,6,0,0,0,0,0
property,0.25,8,0,0,0,0,0
syllable,0.25,8,0,0,0,0,0
jugar,0.4,5,0,0,0,0,1
significarà,0.3636,11,1,0,0,0,1
blow,0.25,4,0,0,0,0,0
him,0.3333,3,0,0,0,0,0
these,0.4,5,0,0,0,1,0
por,0.3333,3,0,0,0,0,1
sabia,0.6,5,0,0,0,0,1
discuss,0.2857,7,0,0,0,0,0
ferrocarril,0.3636,11,0,0,0,0,1
dolent,0.3333,6,0,0,0,0,1
energy,0.3333,6,0,0,0,0,0
small,0.2,5,0,0,0,1,0
am,0.5,2,0,0,0,0,0
centre,0.3333,6,0,0,0,0,1
close,0.4,5,0,0,0,0,0
columna,0.4286,7,0,0,0,0,1
en,0.5,2,0,0,0,0,1
them,0.25,4,0,0,0,1,0
with,0.25,4,0,0,0,1,0
exact,0.4,5,0,0,0,0,0
good,0.5,4,0,0,1,0,0
